JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,,,,,
"Result of I B.Tech II Semester (R19/R20) Regular/Supplementary Examinations, August-2022",,,,,
,College name: ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY:P3,,,,
-----------------------------------------------------------------------------------------------------------------------,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04L4,R201214,BASIC ELECTRICAL ENGINEERING,18,F,0
21P31A04L4,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L4,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04L4,R201237,ELECTRONIC WORKSHOP LABORATORY,13,B,1.5
21P31A04L4,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04L5,R201201,MATHEMATICS-II,24,D,3
21P31A04L5,R201207,APPLIED PHYSICS,20,E,3
21P31A04L5,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
21P31A04L5,R201213,NETWORK ANALYSIS,20,E,3
21P31A04L5,R201214,BASIC ELECTRICAL ENGINEERING,19,E,3
21P31A04L5,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L5,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04L5,R201237,ELECTRONIC WORKSHOP LABORATORY,9,C,1.5
21P31A04L5,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A04L6,R201201,MATHEMATICS-II,23,F,0
21P31A04L6,R201207,APPLIED PHYSICS,23,E,3
21P31A04L6,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04L6,R201213,NETWORK ANALYSIS,25,F,0
21P31A04L6,R201214,BASIC ELECTRICAL ENGINEERING,18,E,3
21P31A04L6,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L6,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A04L6,R201237,ELECTRONIC WORKSHOP LABORATORY,9,C,1.5
21P31A04L6,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,10,A,1.5
21P31A04L7,R201201,MATHEMATICS-II,27,A+,3
21P31A04L7,R201207,APPLIED PHYSICS,24,B,3
21P31A04L7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,B,3
21P31A04L7,R201213,NETWORK ANALYSIS,22,D,3
21P31A04L7,R201214,BASIC ELECTRICAL ENGINEERING,20,C,3
21P31A04L7,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L7,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04L7,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A04L7,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04L8,R201201,MATHEMATICS-II,23,B,3
21P31A04L8,R201207,APPLIED PHYSICS,24,D,3
21P31A04L8,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
21P31A04L8,R201213,NETWORK ANALYSIS,23,C,3
21P31A04L8,R201214,BASIC ELECTRICAL ENGINEERING,19,E,3
21P31A04L8,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L8,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04L8,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A04L8,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A04L9,R201201,MATHEMATICS-II,24,C,3
21P31A04L9,R201207,APPLIED PHYSICS,23,C,3
21P31A04L9,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
21P31A04L9,R201213,NETWORK ANALYSIS,22,C,3
21P31A04L9,R201214,BASIC ELECTRICAL ENGINEERING,20,B,3
21P31A04L9,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04L9,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04L9,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A,1.5
21P31A04L9,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04M0,R201201,MATHEMATICS-II,19,F,0
21P31A04M0,R201207,APPLIED PHYSICS,21,F,0
21P31A04M0,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
21P31A04M0,R201213,NETWORK ANALYSIS,20,F,0
21P31A04M0,R201214,BASIC ELECTRICAL ENGINEERING,18,F,0
21P31A04M0,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M0,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04M0,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A04M0,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,11,A,1.5
21P31A04M1,R201201,MATHEMATICS-II,27,A+,3
21P31A04M1,R201207,APPLIED PHYSICS,25,A+,3
21P31A04M1,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,D,3
21P31A04M1,R201213,NETWORK ANALYSIS,22,D,3
21P31A04M1,R201214,BASIC ELECTRICAL ENGINEERING,19,D,3
21P31A04M1,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M1,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04M1,R201237,ELECTRONIC WORKSHOP LABORATORY,8,B,1.5
21P31A04M1,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04M2,R201201,MATHEMATICS-II,26,A,3
21P31A04M2,R201207,APPLIED PHYSICS,25,C,3
21P31A04M2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,C,3
21P31A04M2,R201213,NETWORK ANALYSIS,22,B,3
21P31A04M2,R201214,BASIC ELECTRICAL ENGINEERING,22,D,3
21P31A04M2,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M2,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04M2,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A04M2,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04M3,R201201,MATHEMATICS-II,21,C,3
21P31A04M3,R201207,APPLIED PHYSICS,21,D,3
21P31A04M3,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,D,3
21P31A04M3,R201213,NETWORK ANALYSIS,13,E,3
21P31A04M3,R201214,BASIC ELECTRICAL ENGINEERING,19,B,3
21P31A04M3,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M3,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04M3,R201237,ELECTRONIC WORKSHOP LABORATORY,12,B,1.5
21P31A04M3,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,10,B,1.5
21P31A04M4,R201201,MATHEMATICS-II,18,F,0
21P31A04M4,R201207,APPLIED PHYSICS,21,F,0
21P31A04M4,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,F,0
21P31A04M4,R201213,NETWORK ANALYSIS,16,F,0
21P31A04M4,R201214,BASIC ELECTRICAL ENGINEERING,18,F,0
21P31A04M4,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M4,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04M4,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A04M4,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04M5,R201201,MATHEMATICS-II,26,A,3
21P31A04M5,R201207,APPLIED PHYSICS,23,A,3
21P31A04M5,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,3
21P31A04M5,R201213,NETWORK ANALYSIS,23,D,3
21P31A04M5,R201214,BASIC ELECTRICAL ENGINEERING,19,C,3
21P31A04M5,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M5,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04M5,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A+,1.5
21P31A04M5,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04M6,R201201,MATHEMATICS-II,19,F,0
21P31A04M6,R201207,APPLIED PHYSICS,21,F,0
21P31A04M6,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
21P31A04M6,R201213,NETWORK ANALYSIS,19,F,0
21P31A04M6,R201214,BASIC ELECTRICAL ENGINEERING,17,F,0
21P31A04M6,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M6,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04M6,R201237,ELECTRONIC WORKSHOP LABORATORY,11,C,1.5
21P31A04M6,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,10,A,1.5
21P31A04M7,R201201,MATHEMATICS-II,21,F,0
21P31A04M7,R201207,APPLIED PHYSICS,20,E,3
21P31A04M7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
21P31A04M7,R201213,NETWORK ANALYSIS,22,F,0
21P31A04M7,R201214,BASIC ELECTRICAL ENGINEERING,17,E,3
21P31A04M7,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04M7,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A04M7,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A04M7,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A04M8,R201201,MATHEMATICS-II,20,E,3
21P31A04M8,R201207,APPLIED PHYSICS,21,F,0
21P31A04M8,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,D,3
21P31A04M8,R201213,NETWORK ANALYSIS,15,F,0
21P31A04M8,R201214,BASIC ELECTRICAL ENGINEERING,15,F,0
21P31A04M8,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M8,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04M8,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A04M8,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A,1.5
21P31A04M9,R201201,MATHEMATICS-II,21,E,3
21P31A04M9,R201207,APPLIED PHYSICS,23,D,3
21P31A04M9,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,D,3
21P31A04M9,R201213,NETWORK ANALYSIS,14,E,3
21P31A04M9,R201214,BASIC ELECTRICAL ENGINEERING,14,F,0
21P31A04M9,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04M9,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04M9,R201237,ELECTRONIC WORKSHOP LABORATORY,11,C,1.5
21P31A04M9,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04N0,R201201,MATHEMATICS-II,22,B,3
21P31A04N0,R201207,APPLIED PHYSICS,23,F,0
21P31A04N0,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,D,3
21P31A04N0,R201213,NETWORK ANALYSIS,23,E,3
21P31A04N0,R201214,BASIC ELECTRICAL ENGINEERING,18,D,3
21P31A04N0,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N0,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04N0,R201237,ELECTRONIC WORKSHOP LABORATORY,10,B,1.5
21P31A04N0,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04N1,R201201,MATHEMATICS-II,22,E,3
21P31A04N1,R201207,APPLIED PHYSICS,23,F,0
21P31A04N1,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
21P31A04N1,R201213,NETWORK ANALYSIS,19,F,0
21P31A04N1,R201214,BASIC ELECTRICAL ENGINEERING,18,E,3
21P31A04N1,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N1,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A04N1,R201237,ELECTRONIC WORKSHOP LABORATORY,9,C,1.5
21P31A04N1,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,10,B,1.5
21P31A04N2,R201201,MATHEMATICS-II,22,D,3
21P31A04N2,R201207,APPLIED PHYSICS,24,C,3
21P31A04N2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,D,3
21P31A04N2,R201213,NETWORK ANALYSIS,24,F,0
21P31A04N2,R201214,BASIC ELECTRICAL ENGINEERING,19,F,0
21P31A04N2,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N2,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04N2,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A,1.5
21P31A04N2,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04N3,R201201,MATHEMATICS-II,19,F,0
21P31A04N3,R201207,APPLIED PHYSICS,22,D,3
21P31A04N3,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04N3,R201213,NETWORK ANALYSIS,21,D,3
21P31A04N3,R201214,BASIC ELECTRICAL ENGINEERING,18,D,3
21P31A04N3,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N3,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A04N3,R201237,ELECTRONIC WORKSHOP LABORATORY,9,C,1.5
21P31A04N3,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04N4,R201201,MATHEMATICS-II,20,C,3
21P31A04N4,R201207,APPLIED PHYSICS,21,F,0
21P31A04N4,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,D,3
21P31A04N4,R201213,NETWORK ANALYSIS,23,F,0
21P31A04N4,R201214,BASIC ELECTRICAL ENGINEERING,19,F,0
21P31A04N4,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N4,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04N4,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A04N4,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04N5,R201201,MATHEMATICS-II,21,E,3
21P31A04N5,R201207,APPLIED PHYSICS,22,E,3
21P31A04N5,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,E,3
21P31A04N5,R201213,NETWORK ANALYSIS,20,E,3
21P31A04N5,R201214,BASIC ELECTRICAL ENGINEERING,21,D,3
21P31A04N5,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N5,R201233,APPLIED PHYSICS LABORATORY,12,A,1.5
21P31A04N5,R201237,ELECTRONIC WORKSHOP LABORATORY,11,C,1.5
21P31A04N5,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,B,1.5
21P31A04N6,R201201,MATHEMATICS-II,23,D,3
21P31A04N6,R201207,APPLIED PHYSICS,22,F,0
21P31A04N6,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,C,3
21P31A04N6,R201213,NETWORK ANALYSIS,21,D,3
21P31A04N6,R201214,BASIC ELECTRICAL ENGINEERING,19,D,3
21P31A04N6,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N6,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04N6,R201237,ELECTRONIC WORKSHOP LABORATORY,12,C,1.5
21P31A04N6,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04N7,R201201,MATHEMATICS-II,23,D,3
21P31A04N7,R201207,APPLIED PHYSICS,23,C,3
21P31A04N7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
21P31A04N7,R201213,NETWORK ANALYSIS,22,D,3
21P31A04N7,R201214,BASIC ELECTRICAL ENGINEERING,19,D,3
21P31A04N7,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N7,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04N7,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
21P31A04N7,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04N8,R201201,MATHEMATICS-II,24,B,3
21P31A04N8,R201207,APPLIED PHYSICS,24,D,3
21P31A04N8,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,C,3
21P31A04N8,R201213,NETWORK ANALYSIS,22,E,3
21P31A04N8,R201214,BASIC ELECTRICAL ENGINEERING,20,A,3
21P31A04N8,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N8,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04N8,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A,1.5
21P31A04N8,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04N9,R201201,MATHEMATICS-II,23,C,3
21P31A04N9,R201207,APPLIED PHYSICS,24,D,3
21P31A04N9,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
21P31A04N9,R201213,NETWORK ANALYSIS,21,E,3
21P31A04N9,R201214,BASIC ELECTRICAL ENGINEERING,22,D,3
21P31A04N9,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04N9,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04N9,R201237,ELECTRONIC WORKSHOP LABORATORY,11,A,1.5
21P31A04N9,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A04O0,R201201,MATHEMATICS-II,26,C,3
21P31A04O0,R201207,APPLIED PHYSICS,25,D,3
21P31A04O0,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,B,3
21P31A04O0,R201213,NETWORK ANALYSIS,22,D,3
21P31A04O0,R201214,BASIC ELECTRICAL ENGINEERING,21,C,3
21P31A04O0,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O0,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21P31A04O0,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A+,1.5
21P31A04O0,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A+,1.5
21P31A04O1,R201201,MATHEMATICS-II,18,F,0
21P31A04O1,R201207,APPLIED PHYSICS,23,E,3
21P31A04O1,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
21P31A04O1,R201213,NETWORK ANALYSIS,23,F,0
21P31A04O1,R201214,BASIC ELECTRICAL ENGINEERING,16,F,0
21P31A04O1,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O1,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04O1,R201237,ELECTRONIC WORKSHOP LABORATORY,9,C,1.5
21P31A04O1,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04O2,R201201,MATHEMATICS-II,23,C,3
21P31A04O2,R201207,APPLIED PHYSICS,23,F,0
21P31A04O2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,C,3
21P31A04O2,R201213,NETWORK ANALYSIS,21,E,3
21P31A04O2,R201214,BASIC ELECTRICAL ENGINEERING,21,C,3
21P31A04O2,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O2,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04O2,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A04O2,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04O3,R201201,MATHEMATICS-II,20,E,3
21P31A04O3,R201207,APPLIED PHYSICS,21,E,3
21P31A04O3,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,C,3
21P31A04O3,R201213,NETWORK ANALYSIS,18,F,0
21P31A04O3,R201214,BASIC ELECTRICAL ENGINEERING,19,E,3
21P31A04O3,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O3,R201233,APPLIED PHYSICS LABORATORY,11,B,1.5
21P31A04O3,R201237,ELECTRONIC WORKSHOP LABORATORY,8,B,1.5
21P31A04O3,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
21P31A04O4,R201201,MATHEMATICS-II,23,D,3
21P31A04O4,R201207,APPLIED PHYSICS,22,F,0
21P31A04O4,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
21P31A04O4,R201213,NETWORK ANALYSIS,20,F,0
21P31A04O4,R201214,BASIC ELECTRICAL ENGINEERING,21,E,3
21P31A04O4,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04O4,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04O4,R201237,ELECTRONIC WORKSHOP LABORATORY,9,B,1.5
21P31A04O4,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A+,1.5
21P31A04O5,R201201,MATHEMATICS-II,23,A,3
21P31A04O5,R201207,APPLIED PHYSICS,25,A+,3
21P31A04O5,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
21P31A04O5,R201213,NETWORK ANALYSIS,23,D,3
21P31A04O5,R201214,BASIC ELECTRICAL ENGINEERING,20,A,3
21P31A04O5,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O5,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04O5,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A,1.5
21P31A04O5,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21P31A04O6,R201201,MATHEMATICS-II,18,C,3
21P31A04O6,R201207,APPLIED PHYSICS,21,D,3
21P31A04O6,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,E,3
21P31A04O6,R201213,NETWORK ANALYSIS,19,E,3
21P31A04O6,R201214,BASIC ELECTRICAL ENGINEERING,21,D,3
21P31A04O6,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O6,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04O6,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A04O6,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04O7,R201201,MATHEMATICS-II,22,C,3
21P31A04O7,R201207,APPLIED PHYSICS,25,D,3
21P31A04O7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,3
21P31A04O7,R201213,NETWORK ANALYSIS,24,D,3
21P31A04O7,R201214,BASIC ELECTRICAL ENGINEERING,22,C,3
21P31A04O7,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O7,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A04O7,R201237,ELECTRONIC WORKSHOP LABORATORY,14,A,1.5
21P31A04O7,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04O8,R201201,MATHEMATICS-II,21,F,0
21P31A04O8,R201207,APPLIED PHYSICS,24,E,3
21P31A04O8,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,E,3
21P31A04O8,R201213,NETWORK ANALYSIS,21,E,3
21P31A04O8,R201214,BASIC ELECTRICAL ENGINEERING,18,E,3
21P31A04O8,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O8,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04O8,R201237,ELECTRONIC WORKSHOP LABORATORY,12,B,1.5
21P31A04O8,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A+,1.5
21P31A04O9,R201201,MATHEMATICS-II,19,C,3
21P31A04O9,R201207,APPLIED PHYSICS,21,D,3
21P31A04O9,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,13,E,3
21P31A04O9,R201213,NETWORK ANALYSIS,21,D,3
21P31A04O9,R201214,BASIC ELECTRICAL ENGINEERING,14,E,3
21P31A04O9,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04O9,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A04O9,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A04O9,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04P0,R201201,MATHEMATICS-II,23,C,3
21P31A04P0,R201207,APPLIED PHYSICS,22,F,0
21P31A04P0,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
Htno,Subcode,Subname,Internals,Grade,Credits
21P31A04P0,R201213,NETWORK ANALYSIS,22,E,3
21P31A04P0,R201214,BASIC ELECTRICAL ENGINEERING,15,E,3
21P31A04P0,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04P0,R201233,APPLIED PHYSICS LABORATORY,11,A,1.5
21P31A04P0,R201237,ELECTRONIC WORKSHOP LABORATORY,8,C,1.5
21P31A04P0,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04P1,R201201,MATHEMATICS-II,23,F,0
21P31A04P1,R201207,APPLIED PHYSICS,22,F,0
21P31A04P1,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
21P31A04P1,R201213,NETWORK ANALYSIS,18,F,0
21P31A04P1,R201214,BASIC ELECTRICAL ENGINEERING,13,E,3
21P31A04P1,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04P1,R201233,APPLIED PHYSICS LABORATORY,14,A+,1.5
21P31A04P1,R201237,ELECTRONIC WORKSHOP LABORATORY,12,B,1.5
21P31A04P1,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04P2,R201201,MATHEMATICS-II,23,F,0
21P31A04P2,R201207,APPLIED PHYSICS,22,E,3
21P31A04P2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
21P31A04P2,R201213,NETWORK ANALYSIS,22,F,0
21P31A04P2,R201214,BASIC ELECTRICAL ENGINEERING,17,E,3
21P31A04P2,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04P2,R201233,APPLIED PHYSICS LABORATORY,13,A,1.5
21P31A04P2,R201237,ELECTRONIC WORKSHOP LABORATORY,11,B,1.5
21P31A04P2,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,13,A,1.5
21P31A04P3,R201201,MATHEMATICS-II,24,A,3
21P31A04P3,R201207,APPLIED PHYSICS,18,D,3
21P31A04P3,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,C,3
21P31A04P3,R201213,NETWORK ANALYSIS,21,D,3
21P31A04P3,R201214,BASIC ELECTRICAL ENGINEERING,21,D,3
21P31A04P3,R201230,ENVIRONMENTAL SCIENCE,0,COMPLE,0
21P31A04P3,R201233,APPLIED PHYSICS LABORATORY,13,A+,1.5
21P31A04P3,R201237,ELECTRONIC WORKSHOP LABORATORY,12,A,1.5
21P31A04P3,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
21P31A04P4,R201201,MATHEMATICS-II,19,B,3
21P31A04P4,R201207,APPLIED PHYSICS,22,D,3
